orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,A. Pre-primary and Primary School Census Form - Actual reports,A. Pre-primary and Primary School Census Form - Expected reports,datasetuid,datasets_name,A. Junior Secondary School Census Form - Actual reports,A. Junior Secondary School Census Form - Expected reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Actual reports,A. Adult and Non Formal Education (IQS/IQTE) Census Form - Expected reports,A. Private School Census Form - Actual reports,A. Private School Census Form - Expected reports,A. Science and Technical Colleges/ Vocational Education Census Form - Actual reports,A. Science and Technical Colleges/ Vocational Education Census Form - Expected reports,A. Senior Secondary School Census Form - Actual reports,A. Senior Secondary School Census Form - Expected reports
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Dawaki Ward,PRY Ube Primary School Birnin Gwari (1913041120),w8rBSBmyeb2,PRY Ube Primary School Birnin Gwari (1913041120),1913041120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Danguzuri Ward,PRY Ube Primary School Burma (1918204121),xqrIH38QwJ1,PRY Ube Primary School Burma (1918204121),1918204121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Buruku Ii (1902140120),RSe7zvKc1TY,PRY Ube Primary School Buruku Ii (1902140120),1902140120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Buruku Iii (1902246120),wWZKC6qP2Zd,PRY Ube Primary School Buruku Iii (1902246120),1902246120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jaba Local Government Area,kd Daddu Ward,PRY Ube Primary School Bwaje (1906126121),XIIBt4vq3q1,PRY Ube Primary School Bwaje (1906126121),1906126121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jaba Local Government Area,kd Daddu Ward,PRY Ube Primary School Bwazur (1906115121),W9WfMV77mSa,PRY Ube Primary School Bwazur (1906115121),1906115121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Nassarawa Ward,PRY Ube Primary School Dakalla (1902258121),v2PHKL3Qbdc,PRY Ube Primary School Dakalla (1902258121),1902258121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Turunku Ward,PRY Ube Primary School Dallatu (1904216121),rgufntKVfQi,PRY Ube Primary School Dallatu (1904216121),1904216121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Sabon Birnin Ward,PRY Ube Primary School Damau (1917056120),MdrOlhBxxqJ,PRY Ube Primary School Damau (1917056120),1917056120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Taba Ward,PRY Ube Primary School Dan Bargo (1916011120),dNwfSG7jVzI,PRY Ube Primary School Dan Bargo (1916011120),1916011120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Danguzuri Ward,PRY Ube Primary School Danbakwa (1918021120),oubAZaFiKAX,PRY Ube Primary School Danbakwa (1918021120),1918021120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Danguzuri Ward,PRY Ube Primary School Danbunmu (KD12300252),IIezXpSDqbh,PRY Ube Primary School Danbunmu (KD12300252),KD12300252,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Danciritta (1905247123),ZdlmGAWAEF1,PRY Ube Primary School Danciritta (1905247123),1905247123,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Zangon Aya Ward,PRY Ube Primary School Dango (1904443121),h7UeWfmEICT,PRY Ube Primary School Dango (1904443121),1904443121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kudan Local Government Area,kd Taba Ward,PRY Ube Primary School Dantaro (1916087120),Dvhyrfp3RRe,PRY Ube Primary School Dantaro (1916087120),1916087120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Barde Ward,PRY Ube Primary School Dundu (1907154120),fDhxmNgJq2s,PRY Ube Primary School Dundu (1907154120),1907154120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Dutsen Bauna (1905147123),PI74oxjyKKN,PRY Ube Primary School Dutsen Bauna (1905147123),1905147123,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kajuru Local Government Area,kd Kallah Ward,PRY Ube Primary School Evatur (1914045120),rWxakNSTIKe,PRY Ube Primary School Evatur (1914045120),1914045120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kaura Local Government Area,kd Kpak Ward,PRY Ube Primary School Fafan Kagoro (1912122151),cpDxd7umxTD,PRY Ube Primary School Fafan Kagoro (1912122151),1912122151,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Kagoma Ward,PRY Ube Primary School Fanah Kamah (1907156120),CDedrIRxJ1I,PRY Ube Primary School Fanah Kamah (1907156120),1907156120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Jema'a Local Government Area,kd Asso Ward,PRY Ube Primary School Fanzuk (1907155120),TVSWcPbWy2M,PRY Ube Primary School Fanzuk (1907155120),1907155120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Farin Kasa (1902251121),Ig6zdOoBkLQ,PRY Ube Primary School Farin Kasa (1902251121),1902251121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Fegi (1905109121),J7pCA0HzvbP,PRY Ube Primary School Fegi (1905109121),1905109121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Galwi (KD12300315),qmA5VMKxiBI,PRY Ube Primary School Galwi (KD12300315),KD12300315,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Fanshanu Ward,PRY Ube Primary School Garaje (KD12300373),wUVuYYJaQrY,PRY Ube Primary School Garaje (KD12300373),KD12300373,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Auchan Ward,PRY Ube Primary School Garjagau (1905143123),Sl73iZNvlgo,PRY Ube Primary School Garjagau (1905143123),1905143123,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Gwagwada Ward,PRY Ube Primary School Gazamari Sauri (1902152120),eEzIg0tPQ1t,PRY Ube Primary School Gazamari Sauri (1902152120),1902152120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Igabi Ward,PRY Ube Primary School Gida Di (KD12300322),QXQQgbXJGby,PRY Ube Primary School Gida Di (KD12300322),KD12300322,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Kauru West Ward,PRY Ube Primary School Gidan Ali (1913069120),i4AMlFI17Ma,PRY Ube Primary School Gidan Ali (1913069120),1913069120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Lazaru/Tuddai Ward,PRY Ube Primary School Gidan Dutse (1917075120),GejQY42YNEw,PRY Ube Primary School Gidan Dutse (1917075120),1917075120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Damau Ward,PRY Ube Primary School Gidan Giwa (1915330120),TgXPwt8mriE,PRY Ube Primary School Gidan Giwa (1915330120),1915330120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Danguzuri Ward,PRY Ube Primary School Gidan Makera (1918079120),anW4nWGm9QO,PRY Ube Primary School Gidan Makera (1918079120),1918079120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Giji (1902695121),cQZppQqMo37,PRY Ube Primary School Giji (1902695121),1902695121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Kargi Ward,PRY Ube Primary School Gobirawa (1915321120),YCuXjPcozCc,PRY Ube Primary School Gobirawa (1915321120),1915321120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Goburawa (1905159121),zIcCiSaahvj,PRY Ube Primary School Goburawa (1905159121),1905159121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Paki Ward,PRY Ube Primary School Golkashe (1905118120),AFl6gv1OCOn,PRY Ube Primary School Golkashe (1905118120),1905118120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kakau Ward,PRY Ube Primary School Gwantu (1902705120),xctYVSrkd1I,PRY Ube Primary School Gwantu (1902705120),1902705120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Soba Ward,PRY Ube Primary School Hayin Bala (1921159120),IW3k16k4qVM,PRY Ube Primary School Hayin Bala (1921159120),1921159120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Dutsen Wai Ward,PRY Ube Primary School Hayin Dogo (1915314150),INq3v1jBPmu,PRY Ube Primary School Hayin Dogo (1915314150),1915314150,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Rigachikun Ward,PRY Ube Primary School Hayin Kwarau (1904441121),hP8TabFhw5X,PRY Ube Primary School Hayin Kwarau (1904441121),1904441121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Giwa Local Government Area,kd Kidandan Ward,PRY Ube Primary School Hayin Malam (KD12300231),FSR6zcmsutf,PRY Ube Primary School Hayin Malam (KD12300231),KD12300231,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Igabi Ward,PRY Ube Primary School Hura Igabi (1904238120),mOaPmyW6oUt,PRY Ube Primary School Hura Igabi (1904238120),1904238120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Igabi Ward,PRY Ube Primary School Ibada (KD12300197),c5snccFE7Fo,PRY Ube Primary School Ibada (KD12300197),KD12300197,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Igabi Ward,PRY Ube Primary School Igabi Kofar Zaria (1904434121),OueqZpbZccd,PRY Ube Primary School Igabi Kofar Zaria (1904434121),1904434121,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Kachia Ward,PRY Ube Primary School Insame (1908265120),ZSpjDwryOcr,PRY Ube Primary School Insame (1908265120),1908265120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Zabi Ward (Kubau),PRY Ube Primary School Iyatawa (1915139120),w94GoY0NSlL,PRY Ube Primary School Iyatawa (1915139120),1915139120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Kauru East Ward,PRY Ube Primary School Izawa (KD12300189),BcvrjWntWQb,PRY Ube Primary School Izawa (KD12300189),KD12300189,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Jaka-Kaza (1905131120),jGpfMpqLwAq,PRY Ube Primary School Jaka-Kaza (1905131120),1905131120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Jallawa (1905245123),Xnmjnu33JIv,PRY Ube Primary School Jallawa (1905245123),1905245123,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Jammarmara (1905111120),V9IWIUyjlVA,PRY Ube Primary School Jammarmara (1905111120),1905111120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Chikun Ward,PRY Ube Primary School Jankasa (1902054120),INaoitDumNy,PRY Ube Primary School Jankasa (1902054120),1902054120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Gwaraji Ward,PRY Ube Primary School Joga Gari (1904268120),dOq8oDTNo19,PRY Ube Primary School Joga Gari (1904268120),1904268120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kakau Ward,PRY Ube Primary School Juji (1902056120),We09GQA3k9S,PRY Ube Primary School Juji (1902056120),1902056120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Kuya Ward,PRY Ube Primary School Kabalawa Nomadic (1905223122),IbDx6KCjfsJ,PRY Ube Primary School Kabalawa Nomadic (1905223122),1905223122,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kakau Ward,PRY Ube Primary School Kadaru (1902705121),BIwz1jguF4H,PRY Ube Primary School Kadaru (1902705121),1902705121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Danguzuri Ward,PRY Ube Primary School Kadin (1918080120),lZZOUtI4ZHi,PRY Ube Primary School Kadin (1918080120),1918080120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kagarko Local Government Area,kd Iddah Ward,PRY Ube Primary School Kadna (1911214120),nAntsQrkGRY,PRY Ube Primary School Kadna (1911214120),1911214120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kujama Ward,PRY Ube Primary School Kafari Ii (1902161120),MMRNkXFqOQD,PRY Ube Primary School Kafari Ii (1902161120),1902161120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Kareh Ward,PRY Ube Primary School Kagadama (1915323120),sfUTZHcenVy,PRY Ube Primary School Kagadama (1915323120),1915323120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Zuntu Ward,PRY Ube Primary School Kagadama (1915323220),n2zv919FLIJ,PRY Ube Primary School Kagadama (1915323220),1915323220,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Kayarda Ward,PRY Ube Primary School Kakun Kasa (1917489221),IsYlxZCbO6K,PRY Ube Primary School Kakun Kasa (1917489221),1917489221,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Badurum Ward,PRY Ube Primary School Kamaru (1913365120),jKADgsKzHbF,PRY Ube Primary School Kamaru (1913365120),1913365120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Mah Ward,PRY Ube Primary School Kan-Fa (1915428120),FyvfNoOC8Ei,PRY Ube Primary School Kan-Fa (1915428120),1915428120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Mayere Ward,PRY Ube Primary School Kana Kargo (1918081120),AGt3aNjXvws,PRY Ube Primary School Kana Kargo (1918081120),1918081120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Saulawa Ward,PRY Ube Primary School Kanawa (1905136120),MsSmFkewp5N,PRY Ube Primary School Kanawa (1905136120),1905136120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Igabi Local Government Area,kd Kwarau Ward,PRY Ube Primary School Kangimin Ubangida (1904247120),n81CYxyBO8i,PRY Ube Primary School Kangimin Ubangida (1904247120),1904247120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kachia Local Government Area,kd Sabon Sarki Ward,PRY Ube Primary School Kangiwa (1908195120),rpsgIOpHhcX,PRY Ube Primary School Kangiwa (1908195120),1908195120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Sabon Birnin Ward,PRY Ube Primary School Karau Karau (1917261120),xTmRSxyAony,PRY Ube Primary School Karau Karau (1917261120),1917261120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Pambeguwa Ward,PRY Ube Primary School Kargi - Danmaliki (1915426120),pob1N98gsWg,PRY Ube Primary School Kargi - Danmaliki (1915426120),1915426120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kubau Local Government Area,kd Kargi Ward,PRY Ube Primary School Kargi Fada (1915333120),G29sRNKSI24,PRY Ube Primary School Kargi Fada (1915333120),1915333120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Gwagwada Ward,PRY Ube Primary School Kasarami Iii (1902165120),IHM5bgtRYDF,PRY Ube Primary School Kasarami Iii (1902165120),1902165120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Ikara Ward,PRY Ube Primary School Katsalle (1905114120),OxvPP9GaAP1,PRY Ube Primary School Katsalle (1905114120),1905114120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Garun Gwanki Ward,PRY Ube Primary School Katsinawa Garu (1921177120),mudZy9OUHb9,PRY Ube Primary School Katsinawa Garu (1921177120),1921177120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Soba Local Government Area,kd Garun Gwanki Ward,PRY Ube Primary School Katuka Zakara (1921179120),GlgHbRouiHv,PRY Ube Primary School Katuka Zakara (1921179120),1921179120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Lere Local Government Area,kd Lere Ward,PRY Ube Primary School Kauran Dan Gambo (1917111120),oCtnXzDStph,PRY Ube Primary School Kauran Dan Gambo (1917111120),1917111120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kakau Ward,PRY Ube Primary School Kibauta (1902143120),n6dIStRx2gV,PRY Ube Primary School Kibauta (1902143120),1902143120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Chikun Local Government Area,kd Kunai Ward,PRY Ube Primary School Kipashi Dande (1902075121),lFcxhZJ3cQp,PRY Ube Primary School Kipashi Dande (1902075121),1902075121,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Kauru Local Government Area,kd Badurum Ward,PRY Ube Primary School Kishisho (1913111120),S6UX2TR1gCL,PRY Ube Primary School Kishisho (1913111120),1913111120,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Ikara Local Government Area,kd Paki Ward,PRY Ube Primary School Kofar Arewa Paki (1905115120),NGBPpTBHfgU,PRY Ube Primary School Kofar Arewa Paki (1905115120),1905115120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Zaria Local Government Area,kd Kwarbai B Ward,PRY Ube Primary School Kofar Kibo (1923123120),OENyusUsnl7,PRY Ube Primary School Kofar Kibo (1923123120),1923123120,,1.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
fg Nigeria,kd Kaduna State,kd Makarfi Local Government Area,kd Gubuchi Ward,PRY Ube Primary School Kofar Kudu Gubuchi (1191810066),stENQkAE7Ro,PRY Ube Primary School Kofar Kudu Gubuchi (1191810066),1191810066,,0.0,1.0,MLTLNUmvS8r,A. Pre-primary and Primary School Census Form,,,,,,,,,,
